sex,height_cm,weight_kg,arm_span_cm,climbing_years,max_boulder_grade,climbing_frequency,climbing_hours,training_hours,hangboard_frequency,campus_frequency,campus_hours,endurance_frequency,general_stength_frequency,general_strength_hours,max_pull_ups,trains_full_crimp,trains_half_crimp,trains_open_crimp,trains_front_3,trains_back_3,trains_front_2,trains_middle_2,trains_back_2,trains_slopers,trains_pinch,trains_monos,trains_repeaters,trains_max_weight,trains_min_edge,trains_one_arm_hang,trains_no_hangs,trains_other_protocol,trains_laps_of_routes,trains_4x4,trains_arc,trains_systems_boards,trains_max_moves,trains_route_climbing_intervals,trains_threshold_intervals,trains_antagonists,trains_legs,trains_core,trains_upper_body_pulling,trains_upper_body_pushing,climbs_indoors,climbs_outdoors,boulders,route_climbs,cardio,yoga
True,183.0,81.0,185.0,6.75,10,3,6,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,183.0,86.0,188.0,3.75,7,3,6,2,0,0,0,0,2,4,13,False,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,170.0,85.0,168.0,1.25,2,2,8,2,1,0,0,0,2,2,8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False
True,185.0,78.0,175.0,0.75,7,2,5,0,0,0,0,0,0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,185.0,78.0,175.0,0.75,7,2,5,0,0,0,0,0,0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,180.0,81.65,,2.25,7,3,10,2,0,0,0,0,0,0,8,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,178.0,74.5,177.0,10.75,7,3,5,2,1,2,1,1,1,1,,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False
True,178.0,82.0,180.0,1.25,5,2,6,0,0,0,0,0,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False
True,176.0,76.0,170.0,1.25,6,3,6,0,0,0,0,1,3,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
True,183.0,79.0,181.0,3.75,9,5,24,8,2,0,0,2,1,1,19,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True
True,167.0,74.0,167.0,1.25,6,2,5,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,182.9,80.0,180.0,3.75,8,3,5,4,2,1,1,1,2,2,20,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True
True,183.0,80.0,,10.75,9,2,3,3,0,2,1,1,2,2,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True
True,180.0,92.0,190.0,1.25,5,2,4,0,0,0,0,1,1,1,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False
False,165.0,53.5,155.0,1.75,6,4,5,3,1,0,0,1,0,0,15,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
True,180.0,70.0,183.0,6.25,9,5,8,3,3,0,0,1,2,2,25,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,192.0,89.0,208.0,1.75,6,3,10,4,0,0,0,0,6,4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,177.5,72.5,179.0,0.75,5,3,4,3,1,0,0,1,2,2,20,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
False,169.0,57.0,170.0,0.75,3,2,4,0,0,0,0,0,4,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
True,171.0,68.0,175.0,1.25,8,3,6,0,0,0,0,1,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
True,180.0,74.8,184.0,12.25,7,3,8,4,1,0,0,1,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False
True,174.0,68.0,175.0,2.25,8,4,5,3,1,2,1,1,1,1,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False
True,194.0,80.0,196.0,0.25,3,4,7,1,2,0,0,1,2,1,12,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False
True,183.0,98.0,183.0,5.25,4,3,10,2,1,0,0,2,2,5,9,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False
True,160.0,64.41,159.6,5.25,7,2,7,3,0,0,0,0,2,2,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True
True,179.0,68.0,179.0,7.25,6,3,6,1,1,0,0,0,0,0,12,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
True,186.0,78.0,190.0,8.75,8,2,4,2,0,2,1,0,0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False
True,171.0,65.0,168.0,0.75,3,3,6,1,0,1,2,2,2,2,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False
True,172.0,61.0,180.0,0.75,8,4,6,8,2,2,2,1,3,4,35,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False
True,183.0,79.0,191.0,5.25,9,4,8,3,1,0,0,0,3,3,20,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,162.0,56.0,162.0,0.75,5,3,7,1,0,0,0,0,1,1,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True
True,182.0,83.0,196.0,8.75,14,4,8,12,1,0,0,0,3,3,80,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False
False,178.0,64.0,179.0,0.75,6,3,6,0,0,0,0,0,3,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,False
True,177.0,64.0,192.0,4.25,10,5,20,4,2,1,1,0,1,2,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,179.14085661080074,69.0,,10.25,9,3,2,4,2,0,0,2,2,1,,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,175.0,66.0,173.0,0.75,5,3,6,0,0,0,0,0,3,4,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True
False,162.5,61.0,168.0,3.25,9,4,7,8,2,1,1,3,3,6,12,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
False,163.0,55.0,166.0,0.25,6,5,12,2,0,0,0,3,3,4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False
True,177.0,74.0,183.0,7.25,10,3,2,12,2,1,1,1,2,2,25,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,185.0,74.0,180.0,1.75,6,2,4,4,0,0,0,0,0,0,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
True,180.0,78.0,181.0,14.25,10,4,10,12,2,1,1,1,2,1,30,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,False,False
True,177.5,72.0,180.0,10.25,6,3,3,3,1,1,1,0,2,1,,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,False
True,178.0,72.0,176.0,0.25,4,3,7,0,0,0,0,0,2,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False
True,172.0,57.0,172.0,0.75,6,3,6,1,0,0,0,0,2,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
True,180.0,82.0,180.0,2.75,6,1,2,0,0,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
True,185.0,88.45,,10.25,9,3,5,2,2,0,0,0,2,4,20,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
True,174.0,75.0,178.0,2.25,5,3,3,4,2,0,0,1,2,1,12,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,183.0,85.0,187.0,2.25,5,3,9,2,2,0,0,0,2,3,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False
True,176.0,68.0,176.0,1.75,8,2,4,2,0,0,0,0,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False
True,180.0,64.0,180.0,3.75,,4,6,3,2,0,0,0,2,3,,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True
True,171.0,59.0,171.0,1.25,7,3,10,2,0,0,0,0,2,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True
True,180.0,70.0,183.0,7.75,11,4,11,5,3,0,0,2,1,2,28,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,179.0,72.0,182.0,2.25,6,5,6,5,0,1,1,0,4,5,,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,172.0,88.0,174.0,10.25,8,3,4,2,1,1,1,0,2,1,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
True,180.0,70.0,180.0,8.25,9,4,3,2,1,0,0,1,1,1,,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False
True,173.0,64.0,186.0,10.25,12,7,14,8,2,2,1,1,3,8,37,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False
True,178.0,68.0,180.0,9.75,,4,7,10,1,0,0,0,2,3,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,162.0,53.0,161.0,1.75,5,2,2,2,2,1,1,1,4,3,20,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False
True,173.0,63.0,185.0,7.25,13,4,3,4,1,2,1,2,4,2,25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,185.0,100.0,187.0,1.75,5,2,3,0,0,0,0,0,3,5,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,185.0,65.0,183.0,2.25,7,2,7,1,0,0,0,1,1,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
True,191.0,113.0,180.0,0.25,3,2,4,6,0,0,0,0,3,6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False
True,172.0,75.0,170.0,0.75,4,3,8,2,0,1,1,0,1,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False
True,170.0,68.0,190.0,1.75,5,1,2,0,0,0,0,0,1,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True
True,175.26,70.3,174.0,0.75,7,6,10,3,3,0,0,2,1,1,17,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False
False,167.0,70.0,165.0,8.25,11,5,10,8,1,1,1,2,2,5,12,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True
False,162.56,56.699,162.56,10.25,6,3,7,1,1,0,0,0,1,1,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True
True,175.0,63.5,185.0,4.75,8,5,9,2,2,0,0,0,1,1,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
True,178.0,66.0,188.0,3.25,6,3,5,1,1,0,0,0,1,1,16,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False
True,187.0,72.0,190.0,2.75,8,3,10,2,0,3,1,1,0,0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True
True,175.0,64.0,177.0,3.25,6,3,6,11,0,1,1,3,3,3,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False
False,167.0,73.0,176.0,0.25,2,2,3,2,0,0,0,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False
True,183.0,67.0,176.0,1.25,6,3,7,2,0,0,0,0,0,0,18,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,186.0,70.0,190.0,2.25,6,3,8,2,0,0,0,0,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
True,174.0,60.0,179.0,0.25,6,4,3,0,0,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,178.0,66.0,182.0,8.75,11,4,10,1,0,0,0,0,0,1,25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
True,179.0,66.22,179.0,3.25,8,4,9,3,1,1,1,1,1,2,22,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,False,True
False,165.0,53.0,164.0,4.25,4,2,2,2,0,0,0,0,1,1,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False
True,182.88,65.7,180.0,1.25,6,2,3,0,0,0,0,0,2,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False
True,180.0,86.0,180.0,1.25,5,3,3,3,1,0,1,1,3,3,10,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True
True,184.0,87.0,185.0,2.25,4,3,2,3,0,0,0,1,3,2,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False
True,188.0,65.0,190.0,1.25,4,2,4,0,0,0,0,0,0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
True,180.0,76.0,187.0,1.75,6,3,3,3,2,1,1,1,4,4,22,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False
True,193.0,76.0,200.0,0.25,4,2,4,0,0,0,0,0,2,4,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False
True,177.0,69.0,172.0,0.75,5,3,8,1,0,0,0,0,3,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,180.0,72.0,180.0,3.25,8,4,12,9,2,0,0,0,2,3,20,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False
True,167.0,62.5,172.0,1.25,7,4,12,0,0,0,0,0,0,0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,173.0,58.96707822663317,178.0,2.25,7,3,6,0,0,0,0,0,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False
True,177.8,58.967,185.928,4.75,9,4,8,0,0,0,0,0,1,1,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False
True,180.0,59.0,185.0,3.25,5,2,6,0,0,0,0,0,0,0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,176.0,73.3,184.0,6.75,7,2,4,2,2,0,0,0,2,2,12,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,True
False,165.0,63.5,164.0,3.75,6,2,6,1,1,0,0,1,1,1,10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False
True,178.0,72.0,177.0,1.25,4,3,3,5,1,0,0,0,3,3,15,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False
False,160.0,117.0,160.0,0.75,5,3,8,0,0,0,0,0,2,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
False,168.0,63.50300732098956,170.0,5.75,6,2,3,4,0,0,0,0,2,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False
True,193.0,86.0,193.0,1.25,7,3,9,0,0,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,175.0,77.0,179.0,2.25,6,3,6,0,0,0,0,0,1,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False
True,188.0,82.0,186.0,0.25,4,3,11,1,1,0,0,3,1,1,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,False
False,171.0,68.0,167.0,3.75,5,3,7,0,0,0,0,0,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True
True,186.0,80.0,188.0,10.75,9,3,3,3,2,2,1,1,1,1,15,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False
False,167.64,56.699,167.64,2.75,8,4,16,3,0,0,0,0,2,2,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True
True,185.0,78.0,185.0,7.25,8,2,3,10,2,1,1,2,2,1,12,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,180.0,72.5,185.0,9.75,8,2,5,1,0,0,0,0,2,1,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,175.0,65.5,177.0,4.25,8,2,5,2,0,0,0,0,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,183.0,73.0,188.0,1.75,10,3,6,3,1,1,0,2,2,2,55,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,180.0,74.84283005688056,180.0,3.25,8,4,10,8,1,2,1,2,5,2,25,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,175.0,67.0,179.0,1.25,7,4,8,4,0,1,1,3,2,4,20,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False
True,175.0,79.37875915123695,178.0,9.25,6,2,5,1,0,0,0,0,4,8,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False
True,179.0,63.0,181.0,0.75,4,2,4,4,0,0,0,0,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False
True,179.0,63.0,181.0,0.75,4,2,4,4,0,0,0,0,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False
True,182.0,65.0,184.0,0.75,5,2,6,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,184.0,78.0,173.0,6.25,6,4,16,3,1,0,0,1,1,1,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
True,177.0,73.5,177.0,7.75,10,4,4,7,2,0,0,1,0,0,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
True,188.0,78.0,193.0,0.25,3,4,6,2,0,0,0,2,3,4,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False
True,184.0,80.0,184.0,2.75,4,3,6,3,1,0,0,1,3,3,14,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False
True,176.0,54.0,178.0,0.75,6,2,6,1,0,0,1,0,0,1,30,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,False
True,170.0,65.0,173.0,0.25,5,3,4,1,0,0,0,0,2,3,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False
True,178.0,80.0,178.0,0.75,4,2,3,0,0,0,0,0,0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True
True,169.0,63.0,178.0,1.25,6,3,6,1,0,0,0,0,3,3,24,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,168.5,76.0,178.0,0.75,5,1,4,4,0,0,0,0,3,3,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False
True,173.0,70.0,174.0,2.75,6,3,9,1,1,0,0,0,2,4,18,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True
False,157.0,59.0,144.0,1.75,4,5,10,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,173.0,76.0,168.0,6.25,4,4,16,1,1,0,0,0,1,1,12,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False
